# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Ir
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
    1170.0       4.9      14.7      22.8     143.5
    1175.0       4.9      14.7      22.9     144.3
    1180.0       5.0      14.7      22.9     145.0
    1185.0       5.0      14.8      23.0     145.8
    1190.0       5.0      14.8      23.1     146.5
    1195.0       5.0      14.9      23.2     147.3
    1200.0       5.0      14.9      23.3     148.1
    1205.0       5.0      15.0      23.4     148.8
    1210.0       5.0      15.0      23.5     149.6
    1215.0       5.0      15.1      23.6     150.4
    1220.0       5.0      15.1      23.7     151.1
    1225.0       5.0      15.1      23.7     151.9
    1230.0       5.0      15.2      23.8     152.6
    1235.0       5.1      15.2      23.9     153.4
    1240.0       5.1      15.3      24.0     154.2
    1245.0       5.1      15.3      24.1     154.9
    1250.0       5.1      15.4      24.2     155.7
    1255.0       5.1      15.4      24.3     156.5
    1260.0       5.1      15.5      24.4     157.3
    1265.0       5.1      15.5      24.5     158.0
    1270.0       5.1      15.5      24.6     158.8
    1275.0       5.1      15.6      24.7     159.6
    1280.0       5.1      15.6      24.7     160.4
    1285.0       5.1      15.7      24.8     161.1
    1290.0       5.2      15.7      24.9     161.9
    1295.0       5.2      15.8      25.0     162.7
    1300.0       5.2      15.8      25.1     163.5
    1305.0       5.2      15.8      25.2     164.2
    1310.0       5.2      15.9      25.3     165.0
    1315.0       5.2      15.9      25.4     165.8
    1320.0       5.2      16.0      25.5     166.6
    1325.0       5.2      16.0      25.6     167.4
    1330.0       5.2      16.1      25.7     168.2
    1335.0       5.2      16.1      25.8     168.9
    1340.0       5.2      16.2      25.9     169.7
    1345.0       5.2      16.2      26.0     170.5
    1350.0       5.3      16.2      26.0     171.3
    1355.0       5.3      16.3      26.1     172.1
    1360.0       5.3      16.3      26.2     172.9
    1365.0       5.3      16.4      26.3     173.7
    1370.0       5.3      16.4      26.4     174.5
    1375.0       5.3      16.5      26.5     175.3
    1380.0       5.3      16.5      26.6     176.1
    1385.0       5.3      16.5      26.7     176.9
    1390.0       5.3      16.6      26.8     177.7
    1395.0       5.3      16.6      26.9     178.5
    1400.0       5.3      16.7      27.0     179.3
    1405.0       5.4      16.7      27.1     180.1
    1410.0       5.4      16.8      27.2     180.9
    1415.0       5.4      16.8      27.3     181.7
    1420.0       5.4      16.8      27.4     182.5
    1425.0       5.4      16.9      27.5     183.3
    1430.0       5.4      16.9      27.6     184.1
    1435.0       5.4      17.0      27.7     184.9
    1440.0       5.4      17.0      27.8     185.7
    1445.0       5.4      17.1      27.9     186.5
    1450.0       5.4      17.1      28.0     187.3
    1455.0       5.4      17.2      28.1     188.1
    1460.0       5.4      17.2      28.1     189.0
    1465.0       5.5      17.2      28.2     189.8
    1470.0       5.5      17.3      28.3     190.6
    1475.0       5.5      17.3      28.4     191.4
    1480.0       5.5      17.4      28.5     192.2
    1485.0       5.5      17.4      28.6     193.0
    1490.0       5.5      17.5      28.7     193.9
    1495.0       5.5      17.5      28.8     194.7
    1500.0       5.5      17.5      28.9     195.5
    1505.0       5.5      17.6      29.0     196.3
    1510.0       5.5      17.6      29.1     197.1
    1515.0       5.5      17.7      29.2     198.0
    1520.0       5.5      17.7      29.3     198.8
    1525.0       5.6      17.8      29.4     199.6
    1530.0       5.6      17.8      29.5     200.5
    1535.0       5.6      17.8      29.6     201.3
    1540.0       5.6      17.9      29.7     202.1
    1545.0       5.6      17.9      29.8     202.9
    1550.0       5.6      18.0      29.9     203.8
    1555.0       5.6      18.0      30.0     204.6
    1560.0       5.6      18.1      30.1     205.4
    1565.0       5.6      18.1      30.2     206.3
    1570.0       5.6      18.1      30.3     207.1
    1575.0       5.6      18.2      30.4     207.9
    1580.0       5.6      18.2      30.5     208.8
    1585.0       5.7      18.3      30.6     209.6
    1590.0       5.7      18.3      30.7     210.5
    1595.0       5.7      18.4      30.8     211.3
    1600.0       5.7      18.4      30.9     212.1
    1605.0       5.7      18.4      31.0     213.0
    1610.0       5.7      18.5      31.1     213.8
    1615.0       5.7      18.5      31.2     214.7
    1620.0       5.7      18.6      31.3     215.5
    1625.0       5.7      18.6      31.4     216.4
