# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Si
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
    1430.0      23.6      33.5     264.0     605.9
    1435.0      23.6      33.6     265.4     608.9
    1440.0      23.7      33.7     266.8     611.9
    1445.0      23.8      33.8     268.2     614.9
    1450.0      23.8      33.9     269.7     618.0
    1455.0      23.9      34.0     271.1     621.0
    1460.0      23.9      34.1     272.5     624.1
    1465.0      24.0      34.2     273.9     627.1
    1470.0      24.0      34.3     275.4     630.2
    1475.0      24.1      34.4     276.8     633.3
    1480.0      24.2      34.5     278.2     636.3
    1485.0      24.2      34.6     279.7     639.4
    1490.0      24.3      34.7     281.1     642.4
    1495.0      24.3      34.7     282.5     645.5
    1500.0      24.4      34.8     284.0     648.6
    1505.0      24.4      34.9     285.4     651.7
    1510.0      24.5      35.0     286.9     654.8
    1515.0      24.5      35.1     288.4     658.0
    1520.0      24.6      35.2     289.8     661.1
    1525.0      24.7      35.3     291.3     664.2
    1530.0      24.7      35.4     292.7     667.3
    1535.0      24.8      35.5     294.2     670.4
    1540.0      24.8      35.6     295.7     673.5
    1545.0      24.9      35.7     297.1     676.7
    1550.0      24.9      35.8     298.6     679.8
    1555.0      25.0      35.9     300.1     683.0
    1560.0      25.1      36.0     301.6     686.2
    1565.0      25.1      36.0     303.1     689.4
    1570.0      25.2      36.1     304.6     692.5
    1575.0      25.2      36.2     306.0     695.7
    1580.0      25.3      36.3     307.5     698.9
    1585.0      25.3      36.4     309.0     702.1
    1590.0      25.4      36.5     310.5     705.2
    1595.0      25.4      36.6     312.0     708.4
    1600.0      25.5      36.7     313.5     711.7
    1605.0      25.6      36.8     315.0     714.9
    1610.0      25.6      36.9     316.6     718.1
    1615.0      25.7      37.0     318.1     721.4
    1620.0      25.7      37.1     319.6     724.6
    1625.0      25.8      37.1     321.1     727.9
    1630.0      25.8      37.2     322.6     731.1
    1635.0      25.9      37.3     324.2     734.3
    1640.0      25.9      37.4     325.7     737.6
    1645.0      26.0      37.5     327.2     740.8
    1650.0      26.1      37.6     328.8     744.1
    1655.0      26.1      37.7     330.3     747.4
    1660.0      26.2      37.8     331.9     750.7
    1665.0      26.2      37.9     333.4     754.0
    1670.0      26.3      38.0     335.0     757.3
    1675.0      26.3      38.1     336.5     760.6
    1680.0      26.4      38.2     338.1     763.9
    1685.0      26.4      38.2     339.6     767.2
    1690.0      26.5      38.3     341.2     770.5
    1695.0      26.6      38.4     342.7     773.8
    1700.0      26.6      38.5     344.3     777.1
    1705.0      26.7      38.6     345.9     780.5
    1710.0      26.7      38.7     347.4     783.9
    1715.0      26.8      38.8     349.0     787.2
    1720.0      26.8      38.9     350.6     790.6
    1725.0      26.9      39.0     352.2     793.9
    1730.0      26.9      39.1     353.8     797.3
    1735.0      27.0      39.2     355.3     800.7
    1740.0      27.1      39.2     356.9     804.0
    1745.0      27.1      39.3     358.5     807.4
    1750.0      27.2      39.4     360.1     810.8
    1755.0      27.2      39.5     361.7     814.2
    1760.0      27.3      39.6     363.3     817.6
    1765.0      27.3      39.7     364.9     821.0
    1770.0      27.4      39.8     366.5     824.5
    1775.0      27.4      39.9     368.1     827.9
    1780.0      27.5      40.0     369.8     831.3
    1785.0      27.5      40.1     371.4     834.7
    1790.0      27.6      40.2     373.0     838.1
    1795.0      27.7      40.2     374.6     841.6
    1800.0      27.7      40.3     376.2     845.0
    1805.0      27.8      40.4     377.9     848.5
    1810.0      27.8      40.5     379.5     852.0
    1815.0      27.9      40.6     381.1     855.5
    1820.0      27.9      40.7     382.8     858.9
    1825.0      28.0      40.8     384.4     862.4
    1830.0      28.0      40.9     386.1     865.9
    1835.0      28.1      41.0     387.7     869.4
    1840.0      28.2      41.1     389.3     872.9
    1845.0      28.2      41.2     391.0     876.3
    1850.0      28.3      41.2     392.6     879.9
    1855.0      28.3      41.3     394.3     883.4
    1860.0      28.4      41.4     396.0     886.9
    1865.0      28.4      41.5     397.6     890.5
    1870.0      28.5      41.6     399.3     894.0
    1875.0      28.5      41.7     401.0     897.6
    1880.0      28.6      41.8     402.6     901.1
    1885.0      28.6      41.9     404.3     904.6
    1890.0      28.7      42.0     406.0     908.2
    1895.0      28.8      42.1     407.6     911.7
    1900.0      28.8      42.1     409.3     915.3
    1905.0      28.9      42.2     411.0     918.9
    1910.0      28.9      42.3     412.7     922.5
    1915.0      29.0      42.4     414.4     926.1
    1920.0      29.0      42.5     416.1     929.7
    1925.0      29.1      42.6     417.8     933.3
    1930.0      29.1      42.7     419.5     936.9
    1935.0      29.2      42.8     421.2     940.5
    1940.0      29.2      42.9     422.9     944.1
    1945.0      29.3      43.0     424.6     947.7
    1950.0      29.4      43.0     426.3     951.3
    1955.0      29.4      43.1     428.1     955.0
    1960.0      29.5      43.2     429.8     958.7
    1965.0      29.5      43.3     431.5     962.3
    1970.0      29.6      43.4     433.2     966.0
    1975.0      29.6      43.5     435.0     969.6
    1980.0      29.7      43.6     436.7     973.3
    1985.0      29.7      43.7     438.4     976.9
    1990.0      29.8      43.8     440.2     980.6
    1995.0      29.8      43.8     441.9     984.3
    2495.0      35.2      52.6     630.3    1385.1
    2995.0      40.5      61.2     846.6    1843.6
    3495.0      45.6      69.6    1090.2    2358.4
    3995.0      50.8      77.9    1360.3    2927.9
    4495.0      55.8      86.0    1656.3    3549.5
    4995.0      60.9      94.0    1977.7    4221.7
    5495.0      65.9     101.9    2324.2    4943.5
    5995.0      70.9     109.7    2695.2    5713.8
    6495.0      75.8     117.4    3090.4    6532.2
    6995.0      80.8     125.1    3509.5    7397.9
    7495.0      85.7     132.7    3952.1    8310.5
    7995.0      90.6     140.2    4417.9    9269.5
    8495.0      95.5     147.7    4906.7   10274.4
    8995.0     100.3     155.1    5418.2   11324.8
    9495.0     105.1     162.5    5952.1   12420.4
    9995.0     110.0     169.9    6508.2   13560.8
   10495.0     114.7     177.2    7086.3   14745.7
   10995.0     119.5     184.4    7686.1   15974.7
   11495.0     124.3     191.6    8307.4   17247.6
   11995.0     129.0     198.8    8950.1   18564.2
   12495.0     133.8     206.0    9614.0   19924.0
   12995.0     138.5     213.1   10298.8   21327.0
   13495.0     143.2     220.2   11004.4   22772.8
   13995.0     147.8     227.3   11730.6   24261.2
   14495.0     152.5     234.3   12477.3   25792.1
   14995.0     157.1     241.3   13244.3   27365.2
   15495.0     161.7     248.3   14031.4   28980.3
   15995.0     166.4     255.2   14838.4   30637.2
   16495.0     171.0     262.2   15665.3   32335.8
   16995.0     175.5     269.1   16511.9   34075.8
   17495.0     180.1     276.0   17378.1   35857.1
   17995.0     184.6     282.9   18263.6   37679.6
   18495.0     189.2     289.7   19168.5   39543.0
   18995.0     193.7     296.5   20092.4   41447.2
   19495.0     198.2     303.3   21035.4   43392.1
   19995.0     202.7     310.1   21997.3   45377.5
   20495.0     207.1     316.9   22978.0   47403.3
   20995.0     211.6     323.7   23977.4   49469.4
   21495.0     216.0     330.4   24995.2   51575.6
   21995.0     220.5     337.1   26031.6   53721.7
   22495.0     224.9     343.8   27086.2   55907.8
   22995.0     229.3     350.5   28159.0   58133.5
   23495.0     233.6     357.2   29249.9   60398.9
   23995.0     238.0     363.8   30358.8   62703.8
   24495.0     242.4     370.5   31485.7   65048.2
   24995.0     246.7     377.1   32630.2   67431.8
   25495.0     251.0     383.7   33792.5   69854.5
   25995.0     255.3     390.3   34972.4   72316.4
   26495.0     259.6     396.9   36169.7   74817.3
   26995.0     263.9     403.5   37384.5   77357.0
