# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Cu
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
     750.0       5.5      14.2      26.1     117.0
     755.0       5.5      14.2      26.4     117.9
     760.0       5.6      14.3      26.6     118.8
     765.0       5.6      14.4      26.8     119.7
     770.0       5.6      14.4      27.0     120.6
     775.0       5.6      14.5      27.2     121.5
     780.0       5.6      14.6      27.4     122.4
     785.0       5.7      14.6      27.6     123.3
     790.0       5.7      14.7      27.9     124.2
     795.0       5.7      14.8      28.1     125.1
     800.0       5.7      14.8      28.3     126.0
     805.0       5.7      14.9      28.5     126.9
     810.0       5.7      14.9      28.7     127.9
     815.0       5.8      15.0      28.9     128.8
     820.0       5.8      15.1      29.2     129.7
     825.0       5.8      15.1      29.4     130.6
     830.0       5.8      15.2      29.6     131.6
     835.0       5.8      15.3      29.8     132.5
     840.0       5.9      15.3      30.0     133.4
     845.0       5.9      15.4      30.3     134.4
     850.0       5.9      15.5      30.5     135.3
     855.0       5.9      15.5      30.7     136.3
     860.0       5.9      15.6      30.9     137.2
     865.0       5.9      15.6      31.2     138.1
     870.0       6.0      15.7      31.4     139.1
     875.0       6.0      15.8      31.6     140.0
     880.0       6.0      15.8      31.8     141.0
     885.0       6.0      15.9      32.1     142.0
     890.0       6.0      16.0      32.3     142.9
     895.0       6.1      16.0      32.5     143.9
     900.0       6.1      16.1      32.8     144.8
     905.0       6.1      16.2      33.0     145.8
     910.0       6.1      16.2      33.2     146.8
     915.0       6.1      16.3      33.4     147.7
     920.0       6.1      16.3      33.7     148.7
     925.0       6.2      16.4      33.9     149.7
     930.0       6.2      16.5      34.1     150.7
     935.0       6.2      16.5      34.4     151.6
     940.0       6.2      16.6      34.6     152.6
     945.0       6.2      16.7      34.8     153.6
     950.0       6.3      16.7      35.1     154.6
     955.0       6.3      16.8      35.3     155.6
     960.0       6.3      16.9      35.5     156.6
     965.0       6.3      16.9      35.8     157.6
     970.0       6.3      17.0      36.0     158.6
     975.0       6.3      17.0      36.3     159.6
     980.0       6.4      17.1      36.5     160.6
     985.0       6.4      17.2      36.7     161.6
     990.0       6.4      17.2      37.0     162.6
     995.0       6.4      17.3      37.2     163.6
    1000.0       6.4      17.4      37.5     164.6
    1005.0       6.4      17.4      37.7     165.6
    1010.0       6.5      17.5      37.9     166.7
    1015.0       6.5      17.5      38.2     167.7
    1020.0       6.5      17.6      38.4     168.7
    1025.0       6.5      17.7      38.7     169.7
    1030.0       6.5      17.7      38.9     170.8
    1035.0       6.5      17.8      39.2     171.8
    1040.0       6.6      17.9      39.4     172.8
    1045.0       6.6      17.9      39.6     173.9
    1050.0       6.6      18.0      39.9     174.9
    1055.0       6.6      18.0      40.1     176.0
    1060.0       6.6      18.1      40.4     177.0
    1065.0       6.6      18.2      40.6     178.1
    1070.0       6.7      18.2      40.9     179.1
    1075.0       6.7      18.3      41.1     180.2
    1080.0       6.7      18.4      41.4     181.2
    1085.0       6.7      18.4      41.6     182.3
    1090.0       6.7      18.5      41.9     183.3
    1095.0       6.7      18.5      42.1     184.4
    1100.0       6.8      18.6      42.4     185.5
    1105.0       6.8      18.7      42.6     186.5
    1110.0       6.8      18.7      42.9     187.6
    1115.0       6.8      18.8      43.1     188.7
    1120.0       6.8      18.9      43.4     189.8
    1125.0       6.8      18.9      43.7     190.8
    1130.0       6.9      19.0      43.9     191.9
    1135.0       6.9      19.0      44.2     193.0
    1140.0       6.9      19.1      44.4     194.1
    1145.0       6.9      19.2      44.7     195.1
    1150.0       6.9      19.2      44.9     196.2
    1155.0       6.9      19.3      45.2     197.3
    1160.0       7.0      19.4      45.4     198.4
    1165.0       7.0      19.4      45.7     199.5
    1170.0       7.0      19.5      46.0     200.6
    1175.0       7.0      19.5      46.2     201.7
    1180.0       7.0      19.6      46.5     202.8
    1185.0       7.0      19.7      46.7     203.9
    1190.0       7.1      19.7      47.0     205.0
    1195.0       7.1      19.8      47.3     206.1
    1200.0       7.1      19.8      47.5     207.3
    1205.0       7.1      19.9      47.8     208.4
    1210.0       7.1      20.0      48.1     209.5
    1215.0       7.1      20.0      48.3     210.6
    1220.0       7.2      20.1      48.6     211.7
    1225.0       7.2      20.2      48.8     212.9
    1230.0       7.2      20.2      49.1     214.0
    1235.0       7.2      20.3      49.4     215.1
    1240.0       7.2      20.3      49.6     216.2
    1245.0       7.2      20.4      49.9     217.4
    1250.0       7.3      20.5      50.2     218.5
    1255.0       7.3      20.5      50.4     219.7
    1260.0       7.3      20.6      50.7     220.8
    1265.0       7.3      20.6      51.0     221.9
    1270.0       7.3      20.7      51.3     223.1
    1275.0       7.3      20.8      51.5     224.2
    1280.0       7.3      20.8      51.8     225.4
    1285.0       7.4      20.9      52.1     226.5
    1290.0       7.4      20.9      52.3     227.7
    1295.0       7.4      21.0      52.6     228.8
    1300.0       7.4      21.1      52.9     230.0
    1305.0       7.4      21.1      53.2     231.2
    1310.0       7.4      21.2      53.4     232.3
    1315.0       7.5      21.2      53.7     233.5
    1320.0       7.5      21.3      54.0     234.7
    1325.0       7.5      21.4      54.3     235.9
    1330.0       7.5      21.4      54.5     237.0
    1335.0       7.5      21.5      54.8     238.2
    1340.0       7.5      21.6      55.1     239.4
    1345.0       7.6      21.6      55.4     240.5
    1350.0       7.6      21.7      55.6     241.7
    1355.0       7.6      21.7      55.9     242.9
    1360.0       7.6      21.8      56.2     244.1
    1365.0       7.6      21.9      56.5     245.3
    1370.0       7.6      21.9      56.8     246.5
    1375.0       7.6      22.0      57.0     247.7
    1380.0       7.7      22.0      57.3     248.9
    1385.0       7.7      22.1      57.6     250.1
    1390.0       7.7      22.2      57.9     251.3
    1395.0       7.7      22.2      58.2     252.5
    1400.0       7.7      22.3      58.4     253.7
    1405.0       7.7      22.3      58.7     254.9
    1410.0       7.8      22.4      59.0     256.1
    1415.0       7.8      22.5      59.3     257.4
    1420.0       7.8      22.5      59.6     258.6
    1425.0       7.8      22.6      59.9     259.8
    1430.0       7.8      22.6      60.2     261.0
    1435.0       7.8      22.7      60.4     262.2
    1440.0       7.8      22.8      60.7     263.5
    1445.0       7.9      22.8      61.0     264.7
    1450.0       7.9      22.9      61.3     265.9
    1455.0       7.9      22.9      61.6     267.2
    1460.0       7.9      23.0      61.9     268.4
    1465.0       7.9      23.1      62.2     269.6
    1470.0       7.9      23.1      62.5     270.9
    1475.0       8.0      23.2      62.8     272.1
    1480.0       8.0      23.2      63.0     273.4
    1485.0       8.0      23.3      63.3     274.6
    1490.0       8.0      23.4      63.6     275.8
    1495.0       8.0      23.4      63.9     277.1
    1500.0       8.0      23.5      64.2     278.4
    1505.0       8.0      23.5      64.5     279.6
    1510.0       8.1      23.6      64.8     280.9
    1515.0       8.1      23.7      65.1     282.2
    1520.0       8.1      23.7      65.4     283.4
    1525.0       8.1      23.8      65.7     284.7
    1530.0       8.1      23.8      66.0     286.0
    1535.0       8.1      23.9      66.3     287.2
    1540.0       8.1      24.0      66.6     288.5
    1545.0       8.2      24.0      66.9     289.7
    1550.0       8.2      24.1      67.2     291.0
    1555.0       8.2      24.1      67.5     292.3
    1560.0       8.2      24.2      67.8     293.6
    1565.0       8.2      24.3      68.1     294.9
    1570.0       8.2      24.3      68.4     296.2
    1575.0       8.2      24.4      68.7     297.5
    1580.0       8.3      24.4      69.0     298.8
    1585.0       8.3      24.5      69.3     300.1
    1590.0       8.3      24.6      69.6     301.3
    1595.0       8.3      24.6      69.9     302.6
    1600.0       8.3      24.7      70.2     304.0
    1605.0       8.3      24.7      70.5     305.3
    1610.0       8.4      24.8      70.8     306.6
    1615.0       8.4      24.8      71.1     307.9
    1620.0       8.4      24.9      71.4     309.2
    1625.0       8.4      25.0      71.7     310.5
    1630.0       8.4      25.0      72.0     311.8
    1635.0       8.4      25.1      72.3     313.1
    1640.0       8.4      25.1      72.6     314.5
    1645.0       8.5      25.2      72.9     315.8
    1650.0       8.5      25.3      73.2     317.1
    1655.0       8.5      25.3      73.5     318.4
    1660.0       8.5      25.4      73.9     319.8
    1665.0       8.5      25.4      74.2     321.1
    1670.0       8.5      25.5      74.5     322.4
    1675.0       8.5      25.6      74.8     323.8
    1680.0       8.6      25.6      75.1     325.1
    1685.0       8.6      25.7      75.4     326.5
    1690.0       8.6      25.7      75.7     327.8
    1695.0       8.6      25.8      76.0     329.1
    1700.0       8.6      25.9      76.3     330.5
    1705.0       8.6      25.9      76.7     331.8
    1710.0       8.6      26.0      77.0     333.2
    1715.0       8.7      26.0      77.3     334.6
    1720.0       8.7      26.1      77.6     335.9
    1725.0       8.7      26.1      77.9     337.3
    1730.0       8.7      26.2      78.2     338.6
    1735.0       8.7      26.3      78.5     340.0
    1740.0       8.7      26.3      78.9     341.4
    1745.0       8.7      26.4      79.2     342.7
    1750.0       8.8      26.4      79.5     344.1
    1755.0       8.8      26.5      79.8     345.5
    1760.0       8.8      26.6      80.1     346.9
    1765.0       8.8      26.6      80.4     348.3
    1770.0       8.8      26.7      80.8     349.6
    1775.0       8.8      26.7      81.1     351.0
    1780.0       8.8      26.8      81.4     352.4
    1785.0       8.9      26.8      81.7     353.8
    1790.0       8.9      26.9      82.0     355.2
    1795.0       8.9      27.0      82.4     356.6
    1800.0       8.9      27.0      82.7     358.0
    1805.0       8.9      27.1      83.0     359.4
    1810.0       8.9      27.1      83.3     360.8
    1815.0       8.9      27.2      83.7     362.2
    1820.0       9.0      27.3      84.0     363.6
    1825.0       9.0      27.3      84.3     365.0
    1830.0       9.0      27.4      84.6     366.4
    1835.0       9.0      27.4      85.0     367.8
    1840.0       9.0      27.5      85.3     369.2
    1845.0       9.0      27.5      85.6     370.6
    1850.0       9.0      27.6      85.9     372.0
    1855.0       9.1      27.7      86.3     373.5
    1860.0       9.1      27.7      86.6     374.9
    1865.0       9.1      27.8      86.9     376.3
    1870.0       9.1      27.8      87.2     377.7
    1875.0       9.1      27.9      87.6     379.2
    1880.0       9.1      28.0      87.9     380.6
    1885.0       9.1      28.0      88.2     382.0
    1890.0       9.2      28.1      88.6     383.4
    1895.0       9.2      28.1      88.9     384.9
    1900.0       9.2      28.2      89.2     386.3
    1905.0       9.2      28.2      89.6     387.8
    1910.0       9.2      28.3      89.9     389.2
    1915.0       9.2      28.4      90.2     390.7
    1920.0       9.2      28.4      90.6     392.1
    1925.0       9.3      28.5      90.9     393.5
    1930.0       9.3      28.5      91.2     395.0
    1935.0       9.3      28.6      91.6     396.4
    1940.0       9.3      28.6      91.9     397.9
    1945.0       9.3      28.7      92.2     399.3
    1950.0       9.3      28.8      92.6     400.8
    1955.0       9.3      28.8      92.9     402.3
    1960.0       9.4      28.9      93.2     403.7
    1965.0       9.4      28.9      93.6     405.2
    1970.0       9.4      29.0      93.9     406.7
    1975.0       9.4      29.0      94.3     408.1
    1980.0       9.4      29.1      94.6     409.6
    1985.0       9.4      29.2      94.9     411.1
    1990.0       9.4      29.2      95.3     412.5
    1995.0       9.5      29.3      95.6     414.0
    2495.0      10.8      34.9     131.9     571.9
    2995.0      12.1      40.3     172.4     747.6
    3495.0      13.3      45.7     217.0     940.6
    3995.0      14.5      50.9     265.5    1150.4
    4495.0      15.7      56.0     317.7    1376.9
    4995.0      16.8      61.1     373.6    1619.9
    5495.0      17.9      66.1     433.1    1879.1
    5995.0      19.0      71.1     496.0    2154.3
    6495.0      20.1      76.0     562.4    2445.5
    6995.0      21.2      80.8     632.2    2752.4
    7495.0      22.2      85.6     705.2    3074.9
    7995.0      23.2      90.4     781.5    3412.8
    8495.0      24.3      95.1     861.0    3766.0
    8995.0      25.3      99.8     943.7    4134.4
    9495.0      26.3     104.5    1029.6    4517.9
    9995.0      27.3     109.1    1118.5    4916.4
   10495.0      28.3     113.7    1210.5    5329.7
   10995.0      29.3     118.3    1305.5    5757.8
   11495.0      30.2     122.9    1403.6    6200.5
   11995.0      31.2     127.4    1504.6    6657.7
   12495.0      32.2     131.9    1608.6    7129.5
   12995.0      33.1     136.4    1715.5    7615.6
   13495.0      34.1     140.9    1825.3    8116.1
   13995.0      35.0     145.3    1937.9    8630.7
   14495.0      35.9     149.8    2053.5    9159.6
   14995.0      36.9     154.2    2171.8    9702.5
   15495.0      37.8     158.6    2293.0   10259.4
   15995.0      38.7     163.0    2416.9   10830.3
